Random waveform, supplied seed
Total number of intervals = 167 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813)
Average QPS expected = 49518
Timestamp start: 1715005721918
Timestamp end: 1715006557515

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      447.4   520.8   148.8   204.4   219.2   360.2   481.6   550.9   592.2   636.2   694.3   836.1  1511.5  5222.1 28926.8  30130.6    30297
read      432.8   442.6   148.8   205.4   220.6   353.2   467.5   536.1   578.6   621.1   673.6   786.4  1339.3  4745.8 14049.8  31458.6    31569
read      419.4   531.9   148.8   205.2   220.2   341.0   436.1   504.6   556.5   605.3   653.7   724.8  1281.1  5827.4 29858.4  39150.4    38927
read      503.4   823.4   160.7   224.7   244.1   407.3   475.7   513.9   545.3   582.4   636.5   779.5  2871.1  9127.5 31954.2  10624.6    10652
read      438.6   625.7   148.8   219.2   237.4   372.5   443.2   488.9   524.5   569.3   629.5   734.8  1109.0  8096.9 31030.0  98022.6    98119
read      405.2   446.2   148.8   202.6   215.8   332.2   415.5   478.7   531.7   587.7   641.4   717.5  1347.2  4085.8 27831.2  48102.8    48176
read      424.2   507.4   148.8   202.0   215.8   338.6   445.1   515.4   563.5   607.9   656.6   741.4  1380.1  6156.1 27111.7  34992.2    34929
read      396.9   390.6   148.8   205.6   220.0   332.3   403.7   453.2   493.8   546.7   610.9   703.2  1400.9  4149.0 13842.4  69651.4    69735
read      470.7   561.9   160.7   208.1   224.1   395.3   502.7   558.3   594.2   640.9   715.0   860.0  1703.8  5988.3 31366.4  20728.2    20753
read      408.5   457.6   148.8   209.3   224.7   345.2   415.1   459.5   494.7   539.5   599.1   699.1  1547.6  5480.6 19515.0  84460.4    84642
read      410.4   536.4   148.8   201.6   215.0   331.6   419.4   486.5   539.0   590.8   639.5   707.9  1241.6  6475.4 30638.7  42262.2    42333
read      405.9   458.1   148.8   206.0   220.4   335.5   410.2   463.3   508.1   566.2   629.7   718.3  1401.9  5506.7 16574.7  61532.2    61587
read      428.0   578.0   148.8   208.1   223.4   344.7   416.1   463.8   502.2   552.1   621.9   759.2  1806.3  6872.3 30527.7  78009.8    77998
read      475.1   803.5   148.8   219.3   238.5   382.5   455.0   501.2   539.0   587.5   660.5   797.8  1999.1 11059.7 32161.1  97595.0    97625
read      498.0   740.2   148.8   205.8   221.2   385.9   505.0   567.3   608.7   663.8   751.6   925.3  2547.3  9164.1 29836.4  23747.2    23781
read      413.0   525.0   160.7   206.3   220.9   338.1   412.8   463.7   505.8   560.8   625.4   724.7  1563.2  5893.1 29493.9  66784.6    66723
read      481.0   632.1   160.7   205.4   220.3   365.0   497.6   572.1   619.4   677.6   779.9   990.5  1777.8  6769.3 30610.8  31061.6    31016
read      406.3   322.9   148.8   203.5   217.3   337.1   422.6   486.8   539.5   596.0   652.4   731.9  1340.1  3794.4  6819.5  47337.8    47394
read      419.1   572.7   148.8   212.9   229.7   354.5   421.0   463.0   496.6   539.6   597.5   701.7  1456.2  7025.9 29283.7  95415.6    95335
read      583.3  1893.2   173.5   231.9   257.3   355.0   394.4   418.4   436.2   462.7   504.8   788.5  5098.0 31467.0 38341.7   5198.4     5252
read      401.8   415.9   148.8   205.6   219.9   335.6   409.9   460.9   501.4   553.6   616.4   706.0  1391.8  5362.0 14274.2  65669.4    65908
read      539.3  1132.2   160.7   211.3   227.6   406.0   502.2   556.1   593.0   643.1   719.1   872.1  3242.8 11871.0 36551.2  16872.2    16889
read      419.1   432.9   148.8   202.7   216.3   336.0   429.6   499.4   553.6   606.0   661.3   757.0  1388.7  5544.0 13174.8  42997.6    42912
read      397.7   513.7   148.8   211.5   227.8   347.7   409.8   448.7   477.8   514.9   566.1   646.9   934.0  7078.6 25893.7  99710.0    99898
read      508.1   813.4   160.7   206.1   221.4   381.8   511.9   580.2   623.5   678.4   775.5   991.2  2417.1  9963.0 32401.4  26243.8    26385
read      504.7   835.6   160.7   206.6   222.1   386.6   503.3   563.7   603.9   657.7   750.9   944.9  2638.2 10415.8 31814.8  22723.6    22616
read      404.4   439.1   148.8   203.9   217.8   335.5   414.2   469.9   517.9   575.2   631.5   706.7  1279.4  5201.2 15018.7  50581.2    50605
read      417.2   593.6   148.8   213.3   229.8   354.5   423.8   466.5   500.1   543.0   601.4   695.2  1166.7  8146.8 30558.4  90173.0    90283
read      473.4   610.0   160.7   206.6   221.8   374.3   498.1   562.4   601.4   647.1   726.7   921.7  1851.0  6803.9 30955.1  26421.0    26273
read      408.2   318.5   148.8   204.8   219.1   341.2   426.6   486.4   536.9   592.9   649.6   733.7  1366.1  3130.4  9901.1  48388.0    48521
read      465.3   608.0   148.8   204.8   219.7   353.5   475.3   554.7   604.3   660.3   746.4   988.0  1607.9  6353.0 30877.3  34077.6    34058
read      396.8   312.9   148.8   207.1   222.0   337.8   407.2   453.9   491.6   540.4   604.0   701.2  1461.4  3311.5  8262.5  75455.4    75648
read      517.4  1025.6   160.7   207.8   223.2   399.4   499.4   552.5   590.5   641.3   732.4   906.9  2595.7 11822.5 36471.0  19385.8    19482
read      533.7  1156.6   160.7   212.7   229.0   404.0   489.4   537.8   575.0   622.4   691.4   838.0  3424.4 15106.2 37218.9  15063.2    15054
read      416.7   351.5   148.8   207.2   222.5   341.1   411.8   460.2   501.4   558.8   635.4   804.9  1716.6  3104.9 10148.2  75587.6    75754
read      539.1  1561.0   173.5   236.3   262.1   360.7   400.0   425.3   445.0   470.6   521.2   895.0  4931.3 30413.5 40721.0   5154.0     5187
read      494.9   856.1   160.7   209.7   225.0   397.9   491.3   540.2   577.1   623.9   696.2   847.9  2460.2 10401.6 32301.6  17511.4    17656
read      409.1   480.0   148.8   211.6   227.9   350.6   417.0   458.4   491.2   533.2   589.7   687.2  1481.9  5851.8 16293.6  95928.0    96343
read      403.3   314.0   148.8   200.8   214.3   333.2   433.7   502.1   550.9   599.1   649.0   732.0  1197.4  2797.8  9889.5  36699.6    36665
read      404.3   473.7   148.8   207.7   223.0   341.4   409.1   452.2   485.8   529.3   589.9   691.7  1562.0  4864.0 14869.5  85375.8    85269
read      454.9   532.0   148.8   203.3   217.4   350.8   476.2   549.1   595.3   645.6   731.1   939.0  1574.0  5765.6 27326.0  31621.8    31525
read      398.8   368.9   148.8   204.8   219.1   334.7   409.0   460.4   502.0   556.5   619.6   709.9  1460.7  2916.9 15499.4  61815.8    61798
read      498.2   974.7   160.7   215.0   231.4   393.0   462.0   499.1   529.8   569.7   628.1   763.7  3420.8 11691.6 32510.6  12226.8    12253
read      504.2   842.6   160.7   205.7   221.0   373.8   496.9   562.6   606.7   665.7   774.0   993.4  2369.1 10635.8 31633.3  25666.2    25710
read      394.2   270.1   148.8   206.1   220.8   334.6   403.2   449.8   486.8   535.2   601.8   711.8  1525.5  2690.8  7589.0  80076.4    79937
read      508.9  1257.4   173.5   225.8   246.7   375.2   426.4   456.9   479.9   509.4   563.0   721.7  3868.6 29116.5 36223.0   7316.2     7271
read      425.2   390.8   148.8   209.0   224.8   349.0   420.2   464.8   501.3   550.5   624.4   802.6  1782.4  3622.8 11621.8  85808.0    85861
read      392.6   335.9   148.8   207.7   223.0   337.7   400.6   441.2   472.6   514.8   575.3   678.6  1497.8  3794.1  9317.5  91513.4    91467
read      401.1   328.2   148.8   206.6   221.3   338.2   410.3   458.6   497.6   548.8   615.8   716.1  1501.4  3744.8  9022.0  72070.2    72217
read      474.3   674.7   148.8   203.2   217.2   351.1   477.6   550.0   596.9   649.7   743.9   989.3  1939.7  7159.0 30731.6  31298.8    31080
read      396.5   429.4   148.8   205.8   220.2   333.8   402.1   448.9   486.1   534.8   599.6   694.2  1412.7  4042.0 18685.8  76870.8    76878
read      403.6   493.9   148.8   207.1   222.2   338.9   405.9   450.6   485.5   531.1   593.6   693.8  1494.8  6337.7 25770.9  84501.0    84584
read      522.7  1282.7   160.7   213.5   229.7   392.8   468.5   509.8   546.4   589.6   642.3   744.5  3268.9 28323.3 32460.1  12449.0    12492
read      395.4   279.8   148.8   203.9   217.7   330.6   404.8   459.2   505.2   563.9   626.5   714.9  1389.0  2871.8  6416.6  57110.0    57106
read      404.3   436.9   148.8   209.8   226.0   347.8   413.2   454.8   487.5   529.9   588.2   689.7  1433.9  4777.9 15584.8  96236.6    96245
read      488.4  1137.1   160.7   226.6   248.4   369.3   416.9   445.7   468.5   500.1   548.1   687.3  3255.6 24643.7 32479.2   6860.2     6791
read      400.0   306.0   148.8   209.0   224.7   344.1   410.4   452.0   484.4   527.4   588.1   694.8  1566.7  3554.2  8224.8  90684.8    90728
read      484.6  1252.6   160.7   233.7   258.8   350.1   387.5   409.7   429.0   456.0   499.5   687.8  3813.0 28293.8 37133.3   5143.0     5151
read      388.9   312.5   148.8   205.8   220.4   332.8   398.4   439.6   472.8   518.0   581.8   687.1  1461.1  2954.7  9837.5  82791.2    82969
read      400.3   406.0   148.8   202.7   216.0   333.7   420.6   483.2   532.7   585.8   636.5   707.5  1178.5  2982.3 11035.3  42713.2    42635
